Name,Sips Url,Cocktails,Wine,Beer,Half-Priced Appetizers,RW Url,Details,Deals Offered,Deal Website,Open Table Link,Address,Latitude,Longitude,Website,Categories,Price,Review Count,Photo,Sips Participant,Restaurant Week Participant,Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Trendy,Classy,Moderate Noise,Casual Dress,Offers Catering,Good for Dinner,Street Parking,Validated Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Gender-neutral restrooms,Good For Kids,Bike Parking,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Casual,Good for Lunch,Dinner,Waiter Service,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Pool Table,Wi-Fi,Dogs Allowed,Wheelchair Accessible,Heated Outdoor Seating,Private Dining,Happy Hour,Smoking,Covered Outdoor Seating,Reservations,Quiet,Valet Parking,Good For Dancing,Good For Working,Dogs Not Allowed,Takeout,Delivery,Limited Vegetarian Options,Good for Brunch,Garage Parking,Loud,Late Night,Plastic-free packaging,Provides reusable tableware,Walk-ins Welcome,Intimate,Romantic,Upscale,Private Lot Parking,Smoking Outside Only,Offers Military Discount,Open to All,Pescatarian Options,Best nights on Wednesday,Dressy,Keto Options,Drive-Thru,Not Wheelchair Accessible,Good for Breakfast,Lunch,Beer and Wine Only,Best nights on Monday,Best nights on Tuesday,Good For Groups,Good for Late Night,Best nights on Sunday,Dessert,Live Music,Hipster,Alcohol,Women-owned,Yelp Rating,Restaurant Week Score,Popularity Score,Good for Groups,Compostable containers available,Brunch,Bring your own container allowed,Touristy,Latinx-owned,Asian-owned,Divey,Smoking Allowed,Vegetarian Options,Black-owned,DJ,Background Music,Soy-Free Options,Dairy-Free Options,Juke Box,EV charging station available,Gluten-Free Options,Karaoke,Good for Working,Virtual restaurant,Online ordering-only,LGBTQ-owned,All Ages,Very Loud,Paid Wi-Fi,Veteran-owned,By Appointment Only,Good for Dessert
Oyster House,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#oyster-house,"Participating in dinner only. Closed Sundays and Mondays. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/cllzjvjr5bfpoomqd7d8b8xew-oyster-house-ccdrw-menu.pdf,,"1516 Sansom St, Philadelphia, PA 19102",39.950302,-75.166539,http://www.oysterhousephilly.com,['Seafood'],$$$,1572.0,https://centercityphila.org/uploads/attachments/cliaibro46z2ewnqdeejj8tjm-210728-oysterhouse-0081.335.0.1254.1254.full.jpg,N,Y,True,True,True,True,,True,False,False,,True,True,,True,,False,True,True,True,,True,True,True,True,True,True,"['Penn Center', 'Rittenhouse Square']",Closed,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,Closed,,,,True,,,,,True,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,4.2,87.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddakan,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#buddakan,"Participating in dinner only. Offering indoor seating. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER | $45 VEGAN DINNER,https://centercityphila.org/uploads/attachments/clm0u2i0obka8ypqdrvya2sh5-buddakandin.pdf,https://www.opentable.com/restaurant/profile/2860/reserve?ref=9169,"325 Chestnut St, Philadelphia, PA 19106",39.9488836,-75.1470298,http://www.buddakan.com,"['Asian Fusion', 'Chinese']",$$$,1718.0,https://centercityphila.org/uploads/attachments/civfonoej00tjl7qddirwjgz2-buddakan-rw-photo-by-b-krist-for-visit-philadelphia-r.0.209.720.720.full.jpg,N,Y,True,True,True,True,True,True,False,True,,True,True,,,,False,True,True,,,True,True,True,,True,True,['Old City'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,4:00 PM - 10:00 PM,,,,True,,,,,True,,True,,,,,True,,,,,,False,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,4.1,85.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleu Sushi,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bleu-sushi,"Participating in lunch, dinner and takeout. Offering indoor and outdoor dining. BYOB.",Coming Soon,,https://www.opentable.com/restaurant/profile/148756/reserve?ref=9169,"262 S 10th St, Philadelphia, PA 19107",39.9464973,-75.15798321680501,http://bleusushiphilly.com,"['Sushi Bars', 'Japanese', 'Asian Fusion']",$$,1083.0,https://centercityphila.org/uploads/attachments/ckef6lh5r31apmuqd1q8w8iw1-bleu-sushi.8.0.3024.3024.full.jpg,N,Y,True,True,True,True,True,True,,False,,True,,,True,True,True,,True,,True,True,,True,True,True,True,['Washington Square West'],11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 9:30 PM,True,True,True,True,,,,,,True,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,False,,,,,,True,,,,,,True,,4.3,66.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bistrot La Minette,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bistrot-la-minette,Participating in dinner only. Offering indoor and outdoor dining. Closed Sundays and Mondays.,$45 DINNER,https://centercityphila.org/uploads/attachments/clkr10b7sab5d0vqduolc3nbm-bistrotlaminettedinner.pdf,https://www.opentable.com/restaurant/profile/26455/reserve?ref=9169,"623 S 6th St, Philadelphia, PA 19147",39.94142580952381,-75.15236566666667,http://www.bistrotlaminette.com,"['French', 'Breakfast & Brunch']",$$$,659.0,https://centercityphila.org/uploads/attachments/civfof23100tzmpqdxwfuuwvq-bistrot-la-minette-mille-feuille-aux-framboises.602.0.2395.2395.full.jpg,N,Y,True,,True,,,True,False,False,,True,,True,True,True,False,True,,,,True,True,True,,True,True,['South Street District'],Closed,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,5:30 PM - 10:30 PM,5:30 PM - 10:30 PM,5:30 PM - 10:30 PM,Closed,,,,True,,,,,True,,True,True,True,,,True,,,,,,False,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,4.4,85.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Nonna's,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#little-nonna-s,"Italian Paloma - hornitos blanco, grapefruit+lemon juice, aranciata soda","Pinot Grigio
Montepulciano",Peroni Italian Lager,"Olives $3
Stracciatella $6.50
Arancini $6.50
Egg Parm $7",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#little-nonna-s,Participating in dinner and takeout. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clle1sbydaoe6saqdqmlp0oqx-littlenonna.pdf,,"1234 Locust St, Philadelphia, PA 19107",39.947784842105264,-75.16182389473684,http://www.littlenonnas.com,['Italian'],$$,1326.0,https://centercityphila.org/uploads/attachments/ciua7xjbo000ie2qdsi4w16ub-little-nonna-s-interior-2922-final-credit-jason-varney.0.53.618.618.full.jpg,Y,Y,True,True,True,True,,True,False,False,,True,,,True,True,False,True,True,,,,True,True,True,True,True,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,,,,,,,,,True,,,,,True,,True,,,,,,False,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,4.2,65.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Nonna,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#la-nonna,Participating in dinner only. Offering indoor dining and BYOB. Closed Monday.,Coming soon.,,,"214 South St, Philadelphia, PA 19147",39.94110845,-75.14623811821356,https://www.ristorantelanonna.com,"['Italian', 'Comfort Food', 'Pasta Shops']",$$,190.0,https://centercityphila.org/uploads/attachments/cj62hqytr00tpppqde7gqpig2-la-nonna-rw.0.0.1200.1200.full.jpg,N,Y,True,,True,,,False,False,False,False,True,,,True,True,True,True,True,,True,,,True,True,True,True,"['South Street District', 'Society Hill']",Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 9:00 PM,True,,,True,,,,,,,,,,True,,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,True,,,,,,True,,4.5,65.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Vegan,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#monster-vegan,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clmdl8iswc5hyomqd8c10xeb1-monster.pdf,,"1229 Spruce St, Philadelphia, PA 19107",39.9469083,-75.16218880127198,http://www.themonstervegan.com,"['Vegan', 'Italian', 'Sandwiches']",$$,185.0,https://centercityphila.org/uploads/attachments/cl7xex5qb36v6uqqddkv4tr7g-monsterphoto.877.0.2400.2400.full.jpg,N,Y,True,True,True,True,,True,,,,True,True,,True,True,False,True,True,,,True,True,True,,,True,['Washington Square West'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,12:00 PM - 3:00 PM,Closed,True,,,True,,,,,,,,True,True,,,True,,,,,,False,,,,,,,,,,,True,,,,,,,,,,,True,False,,,,,,True,,,True,,True,,,4.5,64.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Jack's Tavern,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#darling-jack-s-tavern,"Blood Orange Margarita- hornitos blanco, blood orange puree, orange + lime","Chardonnay
Pinot Noir",Victory Prima Pils,"Whipped Feta $7: za'atar, house pickles + warm focaccia
Chips + Dip $5: salty potato chips + pickled ramp ranch
Ham + Eggs $5: deviled eggs, benton's ham, smoked pimentón
Smash Burger $6: 4oz patty, american cheese, pickles, potato bun
Mighty Bread Sourdough Toast $8: goat rodeo chevre, spring peas + lemon
Tavern Pizza $10
Peas + ricotta $7
Farm + tomato salad $6.5
Charred Broccoli $5
Salt Roasted Beets $5",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#darling-jack-s-tavern,"Participating in lunch, dinner, and takeout. Offering indoor and outdoor dining.",$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/clmb0p5ngc1z1m8qdi90sr2t8-darling1.pdf,,"104 South 13th Street, Philadelphia, PA 19107",39.94968529591837,-75.1618743979592,http://www.darlingjacks.com,"['American (New)', 'American (Traditional)', 'Wine Bars']",,33.0,https://centercityphila.org/uploads/attachments/clkx6hj29a2jcm8qdlqh6mftj-darling-jacks-interior-bar-credit-jason-varney.397.0.2001.2001.full.jpg,Y,Y,,True,True,,,True,,,,True,,,,,False,,,,,True,True,True,,,True,['Avenue of the Arts South'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,,,True,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,4.5,63.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanal Indian Tavern,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#thanal-indian-tavern,"Classic Margarita with Hornitos Tequila
Cocktail of the day",House wines and daily special wines,All beer on tap,"Chicken 65
Gobi Manchurian
Samosas
Onion pakora",,,,,,"1939 Arch Street, Philadelphia, PA 19103",39.95573105,-75.17256255460606,https://www.thanalphilly.com,['Indian'],$$,295.0,https://centercityphila.org/uploads/attachments/cjvqpu1f81gj8rfqdp8i70n1t-capture.0.7.822.822.full.png,Y,N,True,True,True,True,True,True,,,,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,"['Penn Center', 'Logan Square']",11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,True,,,True,,,,,,,True,True,True,,,True,,,,,,False,,,,,True,,,,True,,True,True,,True,,,True,,,,,,,,,,,,True,,,,,,,,4.4,63.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex at The Royal,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#rex-at-the-royal,Participating in dinner only. Closed Mondays. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllntdiheb0x4m8qdalniflq1-rex1.pdf,,"1524 South St, Philadelphia, PA 19146",39.94382667346939,-75.1676665510204,http://www.rexphl.com,"['Southern', 'American (New)', 'Seafood']",$$$,566.0,https://centercityphila.org/uploads/attachments/cllnteep2b19lypqdf7p73wta-rexattheroyal-frontdoor.266.0.1067.1067.full.jpg,N,Y,True,True,True,True,,True,False,False,False,True,,,True,,True,True,True,,True,True,True,True,True,True,True,['Rittenhouse Square'],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,11:00 AM - 2:30 PM,,,,True,,,,,,,True,True,,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,4.3,81.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsythia,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#forsythia,Participating in dinner only. Offering indoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllawsjkfam3mjnqdqwfojym5-forsythia.pdf,,"233 Chestnut Street, Philadelphia, PA 19105",39.9486523,-75.1453872,https://www.forsythiaphilly.com,"['Modern European', 'French', 'American (New)']",$$$,179.0,https://centercityphila.org/uploads/attachments/ck58d6i2b2djp0xqdlkjg2pny-forsythia-sept-2019-167.960.0.3840.3840.full.jpg,N,Y,True,,True,,,True,,,,True,,,True,True,True,True,True,,,True,True,True,True,,True,['Old City'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 9:00 PM,,,,True,,,,,True,,True,True,True,,,True,,,,,,False,,True,True,,,,,True,True,,,,,,,,,,,,,True,,,,,,,True,,,True,,,,,4.4,81.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harp & Crown,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#harp-crown1,"The Secret Garden Hornitos Tequila, Watermelon, Lime
House Cocktail",Red And White Daily Selection,Daily Selection,"All $7
Whipped Ricotta: Olive Oil, Sea Salt, Bread
Mac And Cheese*: Cheddar, Parmesan, Toasted Bread Crumb
Spicy Chicken Sandwich*: Hot Sauce, Ranch, Pickle
Cheeseburger*: American Cheese, Iceberg, Special Sauce
Salmon Poke: Avocado, Sesame Oil, Wasabi Pea
Spicy Fried Chicken Wing: Scallion, Sesame, Chili
Lamb Meatball*: Date Relish, Green Yogurt, Mint
Daily Pizza
*Cannot Be Made Gf Or Vegan",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#harp-crown1,"Participating in dinner only. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clm995pm6bxybwnqdtriuc8rt-harp-crown.pdf,,"1525 Sansom St, Philadelphia, PA 19102",39.9505401,-75.1668604,http://harpcrown.com,"['American (New)', 'Gastropubs']",$$,1116.0,https://centercityphila.org/uploads/attachments/ciygaumsv0klnuwqdo25fk4z6-20161118harp-crown-brighter-17.301.0.1800.1800.full.jpg,Y,Y,True,,,True,,True,False,False,False,True,True,,True,,True,True,True,,,True,True,True,True,True,True,"['Penn Center', 'Rittenhouse Square']",4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM (Next day),10:30 AM - 2:30 PM,10:30 AM - 3:00 PM,,,,True,,,,,True,,True,True,,,,True,,,,,,False,True,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,4.1,61.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacroix,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#lacroix,"Participating in dinner only. Offering indoor dining. Closed Monday, Tuesday, and Wednesday.",$60 DINNER,https://centercityphila.org/uploads/attachments/cllux0tnsb7a7omqdchcf2o4i-lacroix.pdf,,"210 West Rittenhouse Square, Philadelphia, PA 19103",39.9498637,-75.17347519912886,https://www.lacroixrestaurant.com,['American (New)'],$$$$,464.0,https://www.lacroixrestaurant.com/resourcefiles/homeimages/lacroixmaindining.jpg?version=9152023140959,N,Y,True,True,,True,True,True,False,False,,,,True,,,False,,,,True,,True,True,,True,True,['Rittenhouse Square'],6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 AM,6:30 AM - 10:00 AM,6:30 AM - 10:00 AM,6:30 AM - 10:00 AM,6:30 AM - 10:00 AM,,,,,,,,,,,,,,True,,,,True,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,4.3,100.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunella,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#prunella,"Pistola Rosa
Hornitos Tequila, Cocchi, Grapefruit
Honey Fitzgerald
Gin, Grappa, Lemon","House White
House Rosé
House Red",Daily Draft Selection,"Daily Pizza Special $9
Broccoli & Romesco $6
Tomato Pie $5: Daily Selection
Arancini $5
Marinated Olives $7",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#prunella,"Participating in dinner only. Offering indoor and outdoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",Coming soon,,,"112 S 13th St, Philadelphia, PA 19107",39.949643418367344,-75.16188345918368,https://prunellaphl.com,"['Italian', 'Pizza', 'Wine Bars']",$$,156.0,https://centercityphila.org/uploads/attachments/cl3udxaaw0p6driqd94fo2kz4-prunella-use.269.0.962.962.full.jpg,Y,Y,True,,,,,True,,False,False,True,True,,True,True,,True,True,True,,True,True,True,True,,True,['Avenue of the Arts South'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 12:00 AM (Next day),11:30 AM - 12:00 AM (Next day),11:30 AM - 10:00 PM,True,,,True,,True,,,True,,True,True,,,True,True,,,,,,,True,True,,,,,,,True,True,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,4.4,61.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrée BYOB,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#entrée-byob,Participating in dinner and takeout. Offering indoor and outdoor dining. BYOB. Closed Mondays.,$45 DINNER,https://centercityphila.org/uploads/attachments/clm6jwijybsymm8qdeuflxxxw-entree.pdf,https://www.opentable.com/restaurant/profile/111997/reserve?ref=9169,"1608 South St, Philadelphia, PA 19146",39.9439399,-75.16915755673173,http://www.entreebyob.com,,$$$,462.0,https://centercityphila.org/uploads/attachments/cj62hjdal00rhp7qdvt7plrk2-entree-rw.0.0.1200.1200.full.jpg,N,Y,True,,True,True,,True,,,,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,['Rittenhouse Square'],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,2:00 PM - 9:00 PM,True,,,True,,,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,4.3,81.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl & Mary,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#pearl-mary,"Gimlet: Vodka, Lime, Simple
Paloma: Hornitos Tequila, Grapefruit, Soda","White
Red
Rosé
Sparkling",Daily Selection,"Chicken Sandwich $7: Tabasco, Pickle, Lettuce
Smash Burger $7: Lettuce, Tomato, Cheddar
Fish Sandwich $7: Tartar, Cheddar
Mussel Toast 3: Tomato, Garlic Aioli, Lemon
Deviled Eggs 4: Scallions, Dijon
Fish Fritter 6: Mustard Aioli , Scallions, C Ilantro
Fries 4",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#pearl-mary,"Participating in dinner only. Offering indoor and outdoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",Coming soon,,,"114 S 13th St., Philadelphia, PA 19107",39.94963294897959,-75.1618857244898,https://www.pearlandmary.com,"['Bars', 'Seafood', 'Sandwiches']",,119.0,https://centercityphila.org/uploads/attachments/clhtl8zh56oho0vqdg15t4vv9-pearl-and-mary.600.0.2400.2400.full.jpg,Y,Y,True,,,,,,,,,,True,,,,,True,,,,True,True,,True,,,['Avenue of the Arts South'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM (Next day),11:30 AM - 12:00 AM (Next day),11:30 AM - 10:00 PM,True,,,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4.4,61.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Pizza,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#alice-pizza,"Participating in lunch, dinner and takeout. Offering indoor dining.",$45 DINNER,https://centercityphila.org/uploads/attachments/clksc8v1pacvf0vqd4bn1k9ue-alice.pdf,,"235 S 15th Street, Philadelphia, PA 19102",39.9481842,-75.16605169537605,http://www.alicephilly.com,"['Pizza', 'Italian', 'Gelato']",$$,311.0,https://centercityphila.org/uploads/attachments/ck55ngp8o27cm01qdrl2ydun8-gran-caffe.309.0.760.760.full.jpg,N,Y,True,True,True,,,True,,,,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,"['Avenue of the Arts South', 'Rittenhouse Square']",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:30 AM - 9:00 PM,True,True,True,True,,,,,,,True,True,,True,,True,,,,,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,4.3,60.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Via Locusta,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#via-locust,"Rosemarina: Hornitos Tequila, Rosemary, Grapefruit
Hugo Spritz: Elderflower, Mint, Lemon","White, Rosato, Red","Oskar Blues, ‘Dale's Pale Ale', Pale Ale, 6.5%","Focaccia $6: Whipped Honey Butter
Fried Zucchini $4: Lemon Aioli
Chicken Milanese $6: Half Sandwich, Arugula, Tomato, Aioli
Cacio E Pepe $8: Black Pepper, Pecorino, Olive Oil
Stuffed Peppers $4: Tuna, Bread Crumbs, Salsa Verde
Chicken Spiedini $6: Lemon, Garlic, Parsley
Agnolotti $8: Porcini, Parmigiano, Truffle
Piadina $6: Mortadella, Ricotta, Giardiniera
Panzerotti $6: Pepperoni, Mozzarella, Parmigiano
Mushroom Toast $3: Ricotta, Foccacia, Arugula",,,,,,"1723 Locust St,  Philadelphia, PA 19103",39.94891916326531,-75.16961781632654,https://www.vialocusta.com,"['Italian', 'Tapas/Small Plates', 'Cocktail Bars']",$$$,282.0,https://centercityphila.org/uploads/attachments/cl4rbyobb02avtvqdlrra2ag3-via-locusta.0.2648.5304.5304.full.jpg,Y,N,True,,True,,,True,,,False,True,True,True,True,True,True,True,True,,,True,True,True,True,,,['Rittenhouse Square'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,,,True,,,True,,,,True,True,True,,True,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,,,,,4.3,79.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estia Restaurant,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#estia-restaurant,Participating in dinner only. Offering indoor and outdoor dining.,$60 DINNER,https://centercityphila.org/uploads/attachments/clluwxjpzbexghnqd59kinb8j-estia.pdf,https://www.opentable.com/restaurant/profile/5989/reserve?ref=9169,"1405 Locust Street, Philadelphia, PA 19102",39.9484091,-75.1653065,http://www.estiarestaurant.com,"['Greek', 'Mediterranean', 'Seafood']",$$$,834.0,https://centercityphila.org/uploads/attachments/civfpuwv100v7mpqdo7vswpa6-estia-2.263.0.674.674.full.jpg,N,Y,True,True,True,True,,True,,False,,True,,True,True,,True,True,True,,,True,True,True,,True,True,"['Avenue of the Arts South', 'Rittenhouse Square']",3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 9:30 PM,3:00 PM - 9:30 PM,3:00 PM - 8:30 PM,,,,,,,,,True,,,True,,,,True,,,,,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,4.1,78.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahn Mi and Bottles,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bahn-mi-and-bottles,Participating in dinner only. Offering indoor dining.,$60 DINNER,https://centercityphila.org/uploads/attachments/clm0u8wzibpvqhnqds517lu33-banhmi2.pdf,,"712-14 South St, Philadelphia, PA 19147",39.9420217,-75.1523396,https://www.banhmiandbottles.com,"['Vietnamese', 'Beer, Wine & Spirits', 'Cocktail Bars']",$$,294.0,https://centercityphila.org/uploads/attachments/cll2okayaa5wkomqdpwvnr7wz-banh-mi.500.0.2833.2833.full.jpg,N,Y,True,True,True,True,True,True,,False,,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,"['South Street District', 'Society Hill', 'Washington Square West']",5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,True,True,True,,,True,True,,,,,,,True,,,,,True,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,True,,,4.2,57.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
