Name,Yelp Alias,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Craftsman Row Saloon,craftsman-row-saloon-philadelphia,https://www.opentable.com/craftsman-row-saloon-reservations-philadelphia?lang=en-US&ot_source=Restaurant%20website&restref=192607,"112 S. 8th St, Philadelphia, PA 19107",39.949334,-75.15408167,http://www.craftsmanrowsaloon.com,['Pubs'],$$,309.0,N,N,,Closed,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,3.4,57.0,"Street Parking, Bike Parking, Garage Parking","Friday, Saturday",Credit Cards,,Dinner,,,"Casual, Loud",,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Crazy Sushi,crazy-sushi-philadelphia,,"1837 Chestnut St, Philadelphia, PA 19103",39.952045,-75.171669,http://ordercrazysushi.com,"['Japanese', 'Sushi Bars']",$$,585.0,N,N,"Penn Center, Rittenhouse Square",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:30 PM,1:00 PM - 10:30 PM,1:00 PM - 10:00 PM,,3.8,34.0,"Street Parking, Bike Parking",,Credit Cards,Asian-owned,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Classy, Casual, Moderate Noise",,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi, EV charging station available"
Crown Fried Chicken,crown-fried-chicken-philadelphia-18,,"4002 Market St, Philadelphia, PA 19104",39.95702,-75.20202,,"['American (Traditional)', 'Chicken Wings']",$,43.0,N,N,University City,9:00 AM - 3:00 AM,9:00 AM - 3:00 AM,9:00 AM - 3:00 AM,9:00 AM - 3:00 AM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,4.0,26.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Crunchik'n,crunchikn-philadelphia,,"212 S 11th St, Philadelphia, PA 19107",39.9482,-75.1593,https://crunchikn.com,"['Korean', 'Chicken Shop', 'Breakfast & Brunch']",$$,227.0,N,N,Washington Square West,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 9:00 PM,,4.5,45.0,Garage Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Cry Baby Pasta,cry-baby-pasta-philadelphia,https://resy.com/cities/pha/cry-baby-pasta?date=2022-12-05&seats=2,"627 S 3rd St, Philadelphia, PA 19147",39.94061272,-75.14757201,http://crybabypasta.com,"['Italian', 'Wine Bars']",$$,247.0,N,N,Queen Village,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,True,3.8,37.0,Street Parking,"Tuesday, Wednesday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Trendy, Intimate, Romantic, Casual, Moderate Noise","Open to All, Gender-neutral restrooms",,,"By Appointment Only, Takes Reservations",Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Cuba Libre Restaurant & Rum Bar,cuba-libre-restaurant-and-rum-bar-philadelphia-philadelphia,,"10 S 2nd St, Philadelphia, PA 19106",39.94970712,-75.14389659,http://www.cubalibrerestaurant.com,"['Cuban', 'Latin American', 'Dance Clubs']",$$$,1357.0,N,N,Old City,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 9:00 PM,True,3.7,64.0,"Street Parking, Bike Parking, Garage Parking","Thursday, Friday, Saturday","Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Cucina Maria,cucina-maria-philadelphia,,"768 S 8th St, Philadelphia, PA 19147",39.93970452,-75.15625969,https://cucina-maria.business.site,"['Italian', 'Seafood']",,45.0,N,N,Bella Vista,Closed,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,,4.2,38.0,,,,,Dinner,"Offers Delivery, Offers Takeout",,Classy,,,,,,,,,
Curry & Kabab House,curry-and-kabab-house-philadelphia,,"1839 Poplar St, Philadelphia, PA 19130",39.9713036,-75.16742036,https://currykababhouse.com,"['Indian', 'Desserts', 'Gluten-Free']",,19.0,N,N,"Francisville, Fairmount",Closed,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,4.1,28.0,,,"Credit Cards, Apple Pay",,Dinner,,,,,,,,,,,,
Càphê Roasters,càphê-roasters-philadelphia,,"3400 J St, G1, Philadelphia, PA 19134",39.99933822,-75.10912154,https://www.capheroasters.com,"['Coffee Roasteries', 'Cafes']",$$,116.0,N,N,,8:00 AM - 4:00 PM,Closed,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,4.8,44.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay","Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Moderate Noise,"Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,Alcohol,Wi-Fi
D'Angelo's Ristorante Italiano & Lounge,d-angelos-ristorante-italiano-philadelphia,https://www.opentable.com/restaurant/profile/37825/reserve?ref=9169,"256 S. 20th St, Philadelphia, PA 19103",39.94872,-75.174318,http://www.dangeloristorante.com,"['Lounges', 'Italian']",$$$,180.0,N,N,Rittenhouse Square,Closed,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,Closed,,3.4,57.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Romantic, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,TV
D'jakarta Cafe,d-jakarta-cafe-philadelphia-3,,"1540 W Ritner St, Philadelphia, PA 19145",39.92088,-75.17368,https://www.djakartacafephilly.com,"['Indonesian', 'Asian Fusion', 'Seafood']",$$,125.0,N,N,,Closed,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,,4.5,46.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
D'Oliva evoo Pizza & Grill,d-oliva-evoo-pizza-and-grill-philadelphia-2,,"1009 N Bodine St, Philadelphia, PA 19123",39.9672183,-75.1413657,https://dolivapizza.com,"['Pizza', 'Italian', 'American (Traditional)']",,121.0,N,N,Northern Liberties,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,11:00 AM - 10:00 PM,,4.3,45.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options",Casual,Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Dae Bak,dae-bak-philadelphia,,"1016 Race St, Fl 2, Philadelphia, PA 19107",39.95517,-75.15667,,['Korean'],$$,266.0,N,N,Chinatown,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,4.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Dahlak,dahlak-philadelphia-2,,"4708 Baltimore Ave, Philadelphia, PA 19143",39.94838,-75.21736,http://www.dahlakrestaurant.com,"['Ethiopian', 'Dive Bars']",$$,171.0,N,N,Cedar Park,Closed,Closed,Closed,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,,3.5,35.0,"Street Parking, Bike Parking, Private Lot Parking","Wednesday, Thursday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Divey, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,Juke Box,"Happy Hour, Full Bar","TV, Wi-Fi"
Daleng Restaurant,daleng-restaurant-philadelphia,,"4653 Walnut St, Philadelphia, PA 19139",39.95597,-75.21542,https://dalengrestaurant.square.site,"['Thai', 'Vietnamese', 'Cambodian']",$,153.0,N,N,"Walnut Hill, University City",4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,Closed,,4.5,50.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay","Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
DaMò Pasta Lab,damò-pasta-lab-philadelphia,,"105 S 12th St, Philadelphia, PA 19107",39.94740429,-75.16077456,http://www.damopastalab.com,"['Italian', 'Pasta Shops']",$$,209.0,N,N,Washington Square West,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,,4.2,46.0,"Street Parking, Bike Parking, Garage Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Moderate Noise,"Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Dan Dan,dan-dan-philadelphia-6,,"126 S 16th St, Philadelphia, PA 19102",39.95024872,-75.16759491,http://dandanrestaurant.com,"['Szechuan', 'Taiwanese', 'Noodles']",$$,983.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:30 PM,11:30 AM - 10:30 PM,11:30 AM - 10:00 PM,,4.0,54.0,"Street Parking, Bike Parking, Validated Parking, Garage Parking",,"Credit Cards, Android Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Dankbaar,dankbaar-philadelphia,https://resy.com/cities/pha/dankbaar,"1911 E Passyunk Ave, Philadelphia, PA 19148",39.926274,-75.167475,https://www.dankbaarphl.com,['Modern European'],,18.0,N,N,East Passyunk Crossing,Closed,Closed,Closed,Closed,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,Closed,,5.0,42.0,"Street Parking, Private Lot Parking",,,,Dinner,,Limited Vegetarian Options,"Classy, Moderate Noise",,,,,,,,,
Dante & Luigi's,dante-and-luigis-philadelphia,,"762 S 10th St, Philadelphia, PA 19147",39.94006878,-75.15942296,http://www.danteandluigis.com,['Italian'],$$,485.0,N,N,Bella Vista,Closed,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 10:30 PM,4:00 PM - 10:30 PM,4:00 PM - 9:30 PM,,4.2,43.0,"Bike Parking, Valet Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Romantic, Casual, Moderate Noise",,,Plastic-free packaging,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Darling Jack's Tavern,darling-jacks-tavern-philadelphia,,"104 South 13th Street, Philadelphia, PA 19107",39.9496853,-75.1618744,http://www.darlingjacks.com,"['American (New)', 'American (Traditional)', 'Wine Bars']",,33.0,N,N,Avenue of the Arts South,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,4.5,77.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,,Wheelchair Accessible,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Dasiwa,dasiwa-philadelphia,,"735 N 26th St, Philadelphia, PA 19130",39.9691548,-75.1797839,http://dasiwasushi.com,['Sushi Bars'],$$,239.0,N,N,"Fairmount, Art Museum District",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,Closed,,4.3,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Quiet",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi"
David's Mai Lai Wah,davids-mai-lai-wah-philadelphia,,"1001 Race St, Philadelphia, PA 19107",39.95549425,-75.1559746,http://www.davidsmailaiwah.com,"['Chinese', 'Seafood', 'Chicken Shop']",$$,551.0,N,N,Chinatown,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,,3.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Loud",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
DAWA Sushi & Ramen Bar,dawa-sushi-and-ramen-bar-philadelphia,,"1204 N Front St, Philadelphia, PA 19122",39.96918,-75.13638,https://www.dawaphilly.com,"['Ramen', 'Sushi Bars']",$$,121.0,N,N,,12:00 PM - 10:00 PM,Closed,Closed,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,3:00 PM - 10:00 PM,,4.3,32.0,Street Parking,,Credit Cards,,Dinner,Offers Takeout,"Vegan Options, Vegetarian Options","Intimate, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,,TV
Del Frisco's Double Eagle Steakhouse,del-friscos-double-eagle-steakhouse-philadelphia,https://www.opentable.com/r/del-friscos-double-eagle-steak-house-philadelphia?ref=9169#reserve,"1426 Chestnut St, Philadelphia, PA 19102",39.95085512,-75.16452586,http://www.delfriscos.com,"['Steakhouses', 'Seafood', 'American (Traditional)']",$$$$,1246.0,N,N,"Penn Center, Avenue of the Arts South, Rittenhouse Square",5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,,3.8,65.0,"Street Parking, Bike Parking, Valet Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Keto Options,"Classy, Upscale, Dressy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Del Frisco's Grille,del-friscos-grille-philadelphia,https://www.opentable.com/r/del-friscos-grille-philadelphia?ref=9169#reserve,"225 South Broad Street, Philadelphia, PA 19107",39.94865415,-75.16459353,https://delfriscosgrille.com,"['Bars', 'Diners', 'Breakfast & Brunch']",$$$,193.0,N,N,"Avenue of the Arts South, Washington Square West",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:30 PM,11:30 AM - 10:30 PM,12:00 PM - 9:00 PM,,3.1,56.0,Garage Parking,Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Pool Table, Wi-Fi"
Desi Chaat House,desi-chaat-house-philadelphia,,"501 S 42nd St, Philadelphia, PA 19104",39.94966,-75.2068,,['Indian'],$,255.0,N,N,"Spruce Hill, University City",12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,,3.8,36.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Quiet",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi"
Devil's Alley,devils-alley-bar-and-grille-philadelphia,,"1907 Chestnut St, Philadelphia, PA 19103",39.9521305,-75.17220075,http://www.devilsalleybarandgrill.com,"['American (New)', 'Bars', 'Breakfast & Brunch']",$$,857.0,N,N,"Penn Center, Rittenhouse Square",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 12:00 AM,,3.5,59.0,"Street Parking, Bike Parking","Wednesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Devon Seafood Grill,devon-seafood-grill-philadelphia-3,https://www.opentable.com/devon-seafood-grill-philadelphia?ref=9169#reserve,"225 S 18th St, Philadelphia, PA 19103",39.9492304,-75.17026505,http://www.devonseafood.com,"['Bars', 'Seafood']",$$$,1278.0,N,N,Rittenhouse Square,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,,3.7,63.0,"Street Parking, Bike Parking, Garage Parking, Private Lot Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Classy, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Diamond Pizza,diamond-pizza-philadelphia-3,,"1700 N Diamond St, Philadelphia, PA 19121",39.98514,-75.16155,http://diamondpizzaandmexicangrill.com,"['Pizza', 'Cheesesteaks', 'Chicken Wings']",$,54.0,N,N,,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 11:15 PM,11:00 AM - 11:15 PM,12:00 PM - 10:15 PM,,2.8,27.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible",,,Takes Reservations,Outdoor Seating,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Dig,dig-philadelphia,,"1616 Chestnut St, Philadelphia, PA 19103",39.95108,-75.16799,https://www.diginn.com,['American (New)'],$$,144.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,4.4,34.0,,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options",Moderate Noise,,,,Takes Reservations,Outdoor Seating,,,Happy Hour,
Dim Sum & Noodle,dim-sum-and-noodle-philadelphia,,"2000 Hamilton St, Ste 104, Philadelphia, PA 19130",39.96204,-75.17222,http://dimsumandnoodle.com,"['Cantonese', 'Dim Sum', 'Noodles']",$$,283.0,N,N,"Art Museum District, Logan Square, Fairmount, Spring Garden",11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 10:30 PM,11:30 AM - 10:30 PM,11:30 AM - 9:30 PM,,4.2,50.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Dim Sum Garden,dim-sum-garden-philadelphia,,"1020 Race St, Philadelphia, PA 19107",39.955399,-75.156727,http://www.dimsumgardenphilly.com,"['Dim Sum', 'Asian Fusion', 'Shanghainese']",$$,2931.0,N,N,Chinatown,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,3.9,54.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Dim Sum House,dim-sum-house-philadelphia,https://resy.com/cities/pha/dim-sum-house-by-jane-gs-rittenhouse,"3939 Chestnut St, Fl 2, Philadelphia, PA 19104",39.9557715,-75.2016544,http://dimsum.house,"['Dim Sum', 'Cantonese', 'Venues & Event Spaces']",$$,505.0,N,N,University City,Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,3.9,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Dim Sum House by Jane G's,dim-sum-house-philadelphia-3,https://resy.com/cities/pha/dim-sum-house-by-jane-gs-rittenhouse,"1930 Chestnut St, Philadelphia, PA 19103",39.95182435,-75.17332662,http://dimsum.house,"['Szechuan', 'Dim Sum', 'Cantonese']",$$,559.0,N,N,"Rittenhouse Square, Penn Center",Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,3.9,62.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options",Moderate Noise,"Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Dock Street Cannery and Tasting Room,dock-street-cannery-and-tasting-room-philadelphia,,"705 S 50th St, Philadelphia, PA 19143",39.94761,-75.22253,http://www.dockstreetbeer.com/tasting-room-canning-facility/,"['Beer Bar', 'Lounges']",$,13.0,N,N,Cedar Park,Closed,Closed,Closed,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,Closed,,3.9,34.0,,,Credit Cards,,Dinner,,,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,,TV
Dolce & Caffè,dolce-and-caffè-philadelphia,,"708 N 2nd St, Philadelphia, PA 19123",39.96221,-75.14139,http://www.dolceandcaffe.com,['Cafes'],$,119.0,N,N,Northern Liberties,7:15 AM - 8:00 PM,7:15 AM - 8:00 PM,7:15 AM - 8:00 PM,7:15 AM - 8:00 PM,7:15 AM - 10:30 PM,7:15 AM - 10:30 PM,7:00 AM - 7:00 PM,,4.6,45.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Intimate, Casual",,,,Takes Reservations,,"Lunch, Dessert",,Alcohol,"TV, Wi-Fi"
